거래일시,연월,주문번호,고객ID,상품코드,수량,매출,단가,구매채널,디지털채널,결제수단,배송유형,카테고리,상품명,시도,권역
2020-12-02,2020-12-01,536808,17659,22423,1,110754,110754,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,광주,비수도권
2020-12-02,2020-12-01,536813,15646,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2020-12-02,2020-12-01,536821,17757,22502,1,26593,26593,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Electronics,Indoor Pet Camera,전남,비수도권
2020-12-02,2020-12-01,536821,17757,22197,1,7384,7384,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,전남,비수도권
2020-12-02,2020-12-01,536824,13798,85123A,27,307719,11397,온라인,앱,카드,새벽배송,Disposables,Dog and Puppy Pads,서울,수도권
2020-12-02,2020-12-01,,15384,22197,0,0,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,서울,수도권
2020-12-02,2020-12-01,536833,18239,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2020-12-02,2020-12-01,536836,18168,22197,1,7384,7384,온라인,앱,카드,새벽배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2020-12-02,2020-12-01,536837,14395,22114,1,17654,17654,온라인,PC웹,카드,새벽배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2020-12-02,2020-12-01,536837,14395,85123A,1,13185,13185,온라인,PC웹,카드,새벽배송,Disposables,Dog and Puppy Pads,경기,수도권
2020-12-02,2020-12-01,536839,15093,84879,16,120853,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2020-12-02,2020-12-01,536841,16150,84879,2,15107,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2020-12-02,2020-12-01,536842,17552,22502,1,26593,26593,온라인,앱,카드,택배배송,Electronics,Indoor Pet Camera,인천,수도권
2020-12-02,2020-12-01,536844,14236,22502,6,132742,22124,온라인,앱,계좌이체,새벽배송,Electronics,Indoor Pet Camera,서울,수도권
2020-12-02,2020-12-01,536845,17961,20725,1,7375,7375,온라인,앱,카드,택배배송,Grooming,Pet Grooming Brush,강원,비수도권
2020-12-02,2020-12-01,536846,14573,22502,1,26593,26593,오프라인,,카드,매장구매,Electronics,Indoor Pet Camera,울산,비수도권
2020-12-02,2020-12-01,536846,14573,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,울산,비수도권
2020-12-03,2020-12-01,536856,13370,22960,1,18995,18995,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Rechargeable Pet Nail Grinder,경기,수도권
2020-12-03,2020-12-01,536856,13370,22423,1,110754,110754,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2020-12-03,2020-12-01,536857,16883,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2020-12-03,2020-12-01,536859,12841,85123A,1,13185,13185,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2020-12-03,2020-12-01,536859,12841,22086,1,13185,13185,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2020-12-03,2020-12-01,536859,12841,79321,1,22124,22124,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2020-12-03,2020-12-01,536863,17967,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,경북,비수도권
2020-12-03,2020-12-01,536863,17967,20725,1,7375,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,경북,비수도권
2020-12-03,2020-12-01,536863,17967,22960,1,18995,18995,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,경북,비수도권
2020-12-03,2020-12-01,536874,16891,85099B,1,8715,8715,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,광주,비수도권
2020-12-03,2020-12-01,536874,16891,22960,1,18995,18995,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Grooming,Rechargeable Pet Nail Grinder,광주,비수도권
2020-12-03,2020-12-01,536938,14680,22386,4,67755,16939,온라인,앱,카드,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,충북,비수도권
2020-12-03,2020-12-01,536938,14680,79321,12,227940,18995,온라인,앱,카드,택배배송,Supplements,ProBiotic Supplements for Dogs,충북,비수도권
2020-12-03,2020-12-01,536943,17884,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,부산,비수도권
2020-12-03,2020-12-01,536943,17884,84879,2,15107,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,부산,비수도권
2020-12-03,2020-12-01,536944,12557,20725,12,88494,7375,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Grooming Brush,인천,수도권
2020-12-03,2020-12-01,536946,13013,22086,2,26370,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,인천,수도권
2020-12-03,2020-12-01,536946,13013,84879,3,22660,7553,온라인,앱,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,인천,수도권
2020-12-03,2020-12-01,536947,13013,22423,1,110754,110754,온라인,앱,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,인천,수도권
2020-12-03,2020-12-01,536956,14210,47566,1,20783,20783,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",광주,비수도권
2020-12-03,2020-12-01,536956,14210,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,광주,비수도권
2020-12-03,2020-12-01,536960,16477,22114,1,17654,17654,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,서울,수도권
2020-12-03,2020-12-01,536960,16477,22086,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2020-12-03,2020-12-01,536967,12600,85099B,5,43577,8715,온라인,앱,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,대구,비수도권
2020-12-03,2020-12-01,536968,16013,79321,8,151960,18995,오프라인,,간편결제(네이버/카카오/토스),매장구매,Supplements,ProBiotic Supplements for Dogs,경기,수도권
2020-12-03,2020-12-01,536970,17949,22423,20,1902360,95118,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,세종,비수도권
2020-12-03,2020-12-01,536974,12682,20725,2,14749,7375,온라인,앱,카드,새벽배송,Grooming,Pet Grooming Brush,서울,수도권
2020-12-03,2020-12-01,536975,14911,22114,2,35308,17654,온라인,앱,계좌이체,택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,서울,수도권
2020-12-03,2020-12-01,536975,14911,22086,1,13185,13185,온라인,앱,계좌이체,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2020-12-03,2020-12-01,536975,14911,79321,1,22124,22124,온라인,앱,계좌이체,택배배송,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2020-12-03,2020-12-01,536975,14911,22423,1,110754,110754,온라인,앱,계좌이체,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2020-12-03,2020-12-01,536976,14723,85123A,2,26370,13185,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Dog and Puppy Pads,광주,비수도권
2020-12-03,2020-12-01,536980,17819,22423,3,285354,95118,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,세종,비수도권
2020-12-03,2020-12-01,536984,17841,79321,4,75980,18995,온라인,앱,카드,새벽배송,Supplements,ProBiotic Supplements for Dogs,인천,수도권
2020-12-03,2020-12-01,536985,15373,22114,1,17654,17654,온라인,앱,카드,택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,충남,비수도권
2020-12-03,2020-12-01,536985,15373,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,충남,비수도권
2020-12-03,2020-12-01,536987,17198,85123A,1,13185,13185,온라인,모바일웹,계좌이체,택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2020-12-03,2020-12-01,536988,17238,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2020-12-03,2020-12-01,536993,14396,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,충북,비수도권
2020-12-03,2020-12-01,537023,16725,79321,1,22124,22124,온라인,앱,계좌이체,택배배송,Supplements,ProBiotic Supplements for Dogs,경기,수도권
2020-12-03,2020-12-01,537026,12395,85099B,2,17431,8715,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2020-12-03,2020-12-01,537034,13081,22197,4,29534,7384,온라인,모바일웹,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,세종,비수도권
2020-12-03,2020-12-01,537036,15545,84879,2,15107,7553,오프라인,,간편결제(네이버/카카오/토스),매장구매,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2020-12-05,2020-12-01,537037,17243,22114,2,35308,17654,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2020-12-05,2020-12-01,537038,15465,22086,14,159558,11397,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2020-12-05,2020-12-01,537038,15465,22423,3,285354,95118,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2020-12-05,2020-12-01,537040,13089,22423,8,760944,95118,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2020-12-05,2020-12-01,537042,13838,22423,1,110754,110754,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2020-12-05,2020-12-01,537044,18055,22114,1,17654,17654,오프라인,,카드,매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,서울,수도권
2020-12-05,2020-12-01,537044,18055,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2020-12-05,2020-12-01,537046,18109,85123A,1,13185,13185,오프라인,,기타,매장구매,Disposables,Dog and Puppy Pads,인천,수도권
2020-12-05,2020-12-01,537046,18109,82484,1,56028,56028,오프라인,,기타,매장구매,Food,NexGard Chew for Dogs,인천,수도권
2020-12-05,2020-12-01,537047,13069,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2020-12-05,2020-12-01,537047,13069,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,경기,수도권
2020-12-05,2020-12-01,537049,16241,22086,1,13185,13185,온라인,PC웹,간편결제(네이버/카카오/토스),당일배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경남,비수도권
2020-12-05,2020-12-01,537051,15708,85123A,1,13185,13185,온라인,모바일웹,간편결제(네이버/카카오/토스),새벽배송,Disposables,Dog and Puppy Pads,경기,수도권
2020-12-05,2020-12-01,537052,16839,22423,3,285354,95118,온라인,PC웹,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2020-12-05,2020-12-01,537054,16931,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,전남,비수도권
2020-12-05,2020-12-01,537055,16814,85123A,1,13185,13185,온라인,앱,계좌이체,택배배송,Disposables,Dog and Puppy Pads,울산,비수도권
2020-12-05,2020-12-01,537055,16814,84879,3,22660,7553,온라인,앱,계좌이체,택배배송,Cleanig Supplies,Pet Odor Eliminator,울산,비수도권
2020-12-05,2020-12-01,537057,15351,85099B,1,8715,8715,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,전북,비수도권
2020-12-05,2020-12-01,537057,15351,22086,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,전북,비수도권
2020-12-05,2020-12-01,537057,15351,22197,1,7384,7384,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,전북,비수도권
2020-12-05,2020-12-01,537065,12567,47566,1,20783,20783,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",제주,비수도권
2020-12-05,2020-12-01,537065,12567,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,제주,비수도권
2020-12-05,2020-12-01,537065,12567,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,제주,비수도권
2020-12-05,2020-12-01,537117,16353,79321,8,151960,18995,온라인,PC웹,카드,택배배송,Supplements,ProBiotic Supplements for Dogs,대전,비수도권
2020-12-05,2020-12-01,537127,13831,85123A,22,250734,11397,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2020-12-05,2020-12-01,537126,18118,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2020-12-05,2020-12-01,537126,18118,85099B,1,8715,8715,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2020-12-05,2020-12-01,537126,18118,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2020-12-05,2020-12-01,537126,18118,22386,1,16939,16939,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2020-12-05,2020-12-01,537128,12841,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2020-12-05,2020-12-01,537128,12841,47566,1,20783,20783,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2020-12-05,2020-12-01,537128,12841,79321,1,22124,22124,오프라인,,카드,매장구매,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2020-12-05,2020-12-01,537130,17796,22960,1,18995,18995,온라인,모바일웹,카드,택배배송,Grooming,Rechargeable Pet Nail Grinder,울산,비수도권
2020-12-05,2020-12-01,537131,15716,22114,1,17654,17654,오프라인,,카드,매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,광주,비수도권
2020-12-05,2020-12-01,537131,15716,22086,1,13185,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,광주,비수도권
2020-12-05,2020-12-01,537131,15716,84879,3,22660,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,광주,비수도권
2020-12-05,2020-12-01,537133,18156,22114,1,17654,17654,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2020-12-05,2020-12-01,537133,18156,22197,1,7384,7384,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2020-12-05,2020-12-01,537135,17059,22114,1,17654,17654,온라인,앱,계좌이체,새벽배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2020-12-05,2020-12-01,537135,17059,85099B,1,8715,8715,온라인,앱,계좌이체,새벽배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2020-12-05,2020-12-01,537135,17059,22086,1,13185,13185,온라인,앱,계좌이체,새벽배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2020-12-05,2020-12-01,537135,17059,22386,1,16939,16939,온라인,앱,계좌이체,새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2020-12-05,2020-12-01,537135,17059,20725,1,7375,7375,온라인,앱,계좌이체,새벽배송,Grooming,Pet Grooming Brush,경기,수도권
